F,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Receiving,Receiving.1,Receiving.2,Receiving.3,Rushing,Rushing.1,Rushing.2,Rushing.3,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3
7126,1,1997,Michigan,Big Ten,,RB,11,21,205,9.8,0,130,529,4.1,5,151,734,4.9,5
7127,2,1998,Michigan,Big Ten,,RB,11,15,140,9.3,0,146,761,5.2,12,161,901,5.6,12
7128,3,1999,Michigan,Big Ten,,RB,11,29,166,5.7,0,283,1257,4.4,16,312,1423,4.6,16
7129,4,2000,Michigan,Big Ten,SR,RB,11,13,239,18.4,1,287,1551,5.4,16,300,1790,6.0,17
7130,5,Career,Michigan,,,,,78,750,9.6,1,846,4098,4.8,49,924,4848,5.2,50
7131,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7132,1,1997,Texas Christian,WAC,,RB,11,11,109,9.9,0,126,538,4.3,6,137,647,4.7,6
7133,2,1998,Texas Christian,WAC,,RB,11,6,34,5.7,0,144,717,5.0,8,150,751,5.0,8
7134,3,*1999,Texas Christian,WAC,,RB,12,16,84,5.3,0,304,1974,6.5,20,320,2058,6.4,20
7135,4,2000,Texas Christian,WAC,SR,RB,11,10,40,4.0,0,369,2158,5.8,22,379,2198,5.8,22
7136,5,Career,Texas Christian,,,,,43,267,6.2,0,943,5387,5.7,56,986,5654,5.7,56
7137,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7138,1,1997,Washington,Pac-10,,QB,9,,,,,39,112,2.9,1,39,112,2.9,1
7139,2,1998,Washington,Pac-10,,QB,11,,,,,43,327,7.6,7,43,327,7.6,7
7140,3,1999,Washington,Pac-10,,QB,11,,,,,138,541,3.9,6,138,541,3.9,6
7141,4,2000,Washington,Pac-10,SR,QB,11,,,,,126,394,3.1,6,126,394,3.1,6
7142,5,Career,Washington,,,,,,,,,346,1374,4.0,20,346,1374,4.0,20
7143,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7144,1,*1999,Virginia Tech,Big East,,QB,12,,,,,131,682,5.2,9,131,682,5.2,9
7145,2,2000,Virginia Tech,Big East,SO,QB,10,,,,,104,617,5.9,8,104,617,5.9,8
7146,3,Career,Virginia Tech,,,,,,,,,235,1299,5.5,17,235,1299,5.5,17
7147,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7148,1,1997,Miami (FL),Big East,,WR,11,48,640,13.3,2,,,,,48,640,13.3,2
7149,2,1998,Miami (FL),Big East,,WR,11,42,629,15.0,4,,,,,42,629,15.0,4
7150,3,1999,Miami (FL),Big East,,WR,12,40,486,12.2,4,,,,,40,486,12.2,4
7151,4,2000,Miami (FL),Big East,SR,WR,11,43,755,17.6,10,2,15,7.5,0,45,770,17.1,10
7152,5,Career,Miami (FL),,,,,173,2510,14.5,20,2,15,7.5,0,175,2525,14.4,20
7153,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7154,1,1997,Florida State,ACC,,QB,3,,,,,2,8,4.0,0,2,8,4.0,0
7155,2,1998,Florida State,ACC,,QB,10,,,,,47,-168,-3.6,1,47,-168,-3.6,1
7156,3,1999,Florida State,ACC,,QB,11,,,,,31,-109,-3.5,0,31,-109,-3.5,0
7157,4,2000,Florida State,ACC,SR,QB,12,,,,,30,-97,-3.2,1,30,-97,-3.2,1
7158,5,Career,Florida State,,,,,,,,,110,-366,-3.3,2,110,-366,-3.3,2
7159,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7160,1,1997,Tennessee,SEC,,WR,12,7,71,10.1,2,,,,,7,71,10.1,2
7161,2,1998,Tennessee,SEC,,WR,11,33,558,16.9,6,,,,,33,558,16.9,6
7162,3,1999,Tennessee,SEC,,WR,11,57,827,14.5,4,,,,,57,827,14.5,4
7163,4,2000,Tennessee,SEC,SR,WR,11,62,681,11.0,12,,,,,62,681,11.0,12
7164,5,Career,Tennessee,,,,,159,2137,13.4,24,,,,,159,2137,13.4,24
7165,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7166,1,1996,Alabama,SEC,,RB,11,7,53,7.6,0,77,589,7.6,6,84,642,7.6,6
7167,2,1997,Alabama,SEC,,RB,9,4,37,9.3,0,90,415,4.6,3,94,452,4.8,3
7168,3,1998,Alabama,SEC,,RB,11,26,385,14.8,4,258,1178,4.6,13,284,1563,5.5,17
7169,4,1999,Alabama,SEC,,RB,11,25,323,12.9,4,302,1383,4.6,19,327,1706,5.2,23
7170,5,Career,Alabama,,,,,62,798,12.9,8,727,3565,4.9,41,789,4363,5.5,49
7171,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7172,1,*1996,West Virginia,Big East,,TE,6,10,140,14.0,1,,,,,10,140,14.0,1
7173,2,*1997,West Virginia,Big East,,TE,11,9,135,15.0,1,,,,,9,135,15.0,1
7174,3,*1998,West Virginia,Big East,,TE,12,29,393,13.6,4,,,,,29,393,13.6,4
7175,4,1999,West Virginia,Big East,,TE,11,35,510,14.6,5,,,,,35,510,14.6,5
7176,5,Career,West Virginia,,,,,83,1178,14.2,11,,,,,83,1178,14.2,11
7177,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7178,1,1996,Michigan,Big Ten,,QB,2,,,,,,,,,0,0,,0
7179,2,1997,Michigan,Big Ten,,QB,4,,,,,2,-14,-7.0,0,2,-14,-7.0,0
7180,3,1998,Michigan,Big Ten,,QB,12,,,,,54,-105,-1.9,2,54,-105,-1.9,2
7181,4,1999,Michigan,Big Ten,,QB,11,,,,,34,-31,-0.9,1,34,-31,-0.9,1
7182,5,Career,Michigan,,,,,,,,,90,-150,-1.7,3,90,-150,-1.7,3
7183,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7184,1,*1996,West Virginia,Big East,,QB,6,,,,,3,-17,-5.7,0,3,-17,-5.7,0
7185,2,*1997,West Virginia,Big East,,QB,12,1,-1,-1.0,0,52,-93,-1.8,2,53,-94,-1.8,2
7186,3,*1998,West Virginia,Big East,,QB,12,,,,,33,-92,-2.8,0,33,-92,-2.8,0
7187,4,1999,West Virginia,Big East,,QB,8,,,,,19,-124,-6.5,0,19,-124,-6.5,0
7188,5,Career,West Virginia,,,,,1,-1,-1.0,0,107,-326,-3.0,2,108,-327,-3.0,2
7189,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7190,1,1998,Michigan State,Big Ten,,WR,12,65,1013,15.6,8,,,,,65,1013,15.6,8
7191,2,*1999,Michigan State,Big Ten,,WR,12,66,1142,17.3,12,,,,,66,1142,17.3,12
7192,3,Career,Michigan State,,,,,131,2155,16.5,20,,,,,131,2155,16.5,20
7193,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7194,1,1996,Arizona,Pac-10,,WR,11,,,,,,,,,0,0,,0
7195,2,1997,Arizona,Pac-10,,RB,8,3,24,8.0,0,138,804,5.8,4,141,828,5.9,4
7196,3,1998,Arizona,Pac-10,,RB,11,9,191,21.2,0,167,1220,7.3,10,176,1411,8.0,10
7197,4,1999,Arizona,Pac-10,,RB,12,30,253,8.4,1,253,1602,6.3,11,283,1855,6.6,12
7198,5,Career,Arizona,,,,,42,468,11.1,1,558,3626,6.5,25,600,4094,6.8,26
7199,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7200,1,*1997,Marshall,MAC,,RB,13,17,108,6.4,1,176,1060,6.0,11,193,1168,6.1,12
7201,2,*1998,Marshall,MAC,,RB,13,26,279,10.7,3,278,1265,4.6,17,304,1544,5.1,20
7202,3,1999,Marshall,MAC,,RB,12,24,321,13.4,1,164,686,4.2,12,188,1007,5.4,13
7203,4,Career,Marshall,,,,,67,708,10.6,5,618,3011,4.9,40,685,3719,5.4,45
7204,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7205,1,1997,Texas A&M,Big 12,,WR,12,25,333,13.3,3,2,59,29.5,0,27,392,14.5,3
7206,2,1998,Texas A&M,Big 12,,WR,13,38,667,17.6,5,2,-14,-7.0,0,40,653,16.3,5
7207,3,1999,Texas A&M,Big 12,,WR,11,22,363,16.5,0,,,,,22,363,16.5,0
7208,4,Career,Texas A&M,,,,,85,1363,16.0,8,4,45,11.3,0,89,1408,15.8,8
7209,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7210,1,1996,Florida State,ACC,,RB,9,10,104,10.4,2,14,91,6.5,0,24,195,8.1,2
7211,2,1997,Florida State,ACC,,WR,11,21,384,18.3,1,6,41,6.8,0,27,425,15.7,1
7212,3,1998,Florida State,ACC,,WR,11,19,397,20.9,3,15,128,8.5,1,34,525,15.4,4
7213,4,1999,Florida State,ACC,,WR,4,12,179,14.9,1,,,,,12,179,14.9,1
7214,5,Career,Florida State,,,,,62,1064,17.2,7,35,260,7.4,1,97,1324,13.6,8
7215,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7216,1,1996,Tulane,CUSA,,WR,11,18,211,11.7,1,,,,,18,211,11.7,1
7217,2,1997,Tulane,CUSA,,WR,8,52,839,16.1,10,,,,,52,839,16.1,10
7218,3,*1998,Tulane,CUSA,,WR,12,74,1030,13.9,12,,,,,74,1030,13.9,12
7219,4,1999,Tulane,CUSA,,WR,10,96,1051,10.9,8,1,3,3.0,0,97,1054,10.9,8
7220,5,Career,Tulane,,,,,240,3131,13.0,31,1,3,3.0,0,241,3134,13.0,31
7221,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7222,1,*1996,Wisconsin,Big Ten,,RB,13,14,133,9.5,0,325,2109,6.5,21,339,2242,6.6,21
7223,2,*1997,Wisconsin,Big Ten,,RB,11,10,117,11.7,0,263,1457,5.5,15,273,1574,5.8,15
7224,3,*1998,Wisconsin,Big Ten,,RB,11,6,45,7.5,0,295,1525,5.2,15,301,1570,5.2,15
7225,4,1999,Wisconsin,Big Ten,,RB,12,1,9,9.0,0,337,2034,6.0,20,338,2043,6.0,20
7226,5,Career,Wisconsin,,,,,31,304,9.8,0,1220,7125,5.8,71,1251,7429,5.9,71
7227,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7228,1,*1998,Oregon,Pac-10,,RB,5,3,44,14.7,2,112,824,7.4,9,115,868,7.5,11
7229,2,*1999,Oregon,Pac-10,,RB,12,17,163,9.6,1,277,1234,4.5,9,294,1397,4.8,10
7230,3,Career,Oregon,,,,,20,207,10.4,3,389,2058,5.3,18,409,2265,5.5,21
7231,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7232,1,1995,Florida State,ACC,,WR,11,14,157,11.2,0,,,,,14,157,11.2,0
7233,2,1996,Florida State,ACC,,WR,11,7,66,9.4,1,,,,,7,66,9.4,1
7234,3,1997,Florida State,ACC,,WR,2,3,37,12.3,0,,,,,3,37,12.3,0
7235,4,1998,Florida State,ACC,,WR,12,38,616,16.2,3,,,,,38,616,16.2,3
7236,5,1999,Florida State,ACC,,WR,10,43,644,15.0,3,,,,,43,644,15.0,3
7237,6,Career,Florida State,,,,,105,1520,14.5,7,,,,,105,1520,14.5,7
7238,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7239,1,1996,North Carolina,ACC,,RB,11,2,39,19.5,0,4,58,14.5,0,6,97,16.2,0
7240,2,1997,North Carolina,ACC,,RB,11,5,31,6.2,0,25,90,3.6,1,30,121,4.0,1
7241,3,1998,North Carolina,ACC,,RB,11,6,58,9.7,1,84,258,3.1,6,90,316,3.5,7
7242,4,1999,North Carolina,ACC,,RB,11,7,55,7.9,1,73,233,3.2,2,80,288,3.6,3
7243,5,Career,North Carolina,,,,,20,183,9.2,2,186,639,3.4,9,206,822,4.0,11
7244,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7245,1,1996,UCLA,Pac-10,,WR,11,31,524,16.9,4,,,,,31,524,16.9,4
7246,2,*1997,UCLA,Pac-10,,WR,12,41,649,15.8,3,,,,,41,649,15.8,3
7247,3,*1998,UCLA,Pac-10,,WR,12,58,1274,22.0,9,3,40,13.3,0,61,1314,21.5,9
7248,4,1999,UCLA,Pac-10,,WR,9,29,573,19.8,3,,,,,29,573,19.8,3
7249,5,Career,UCLA,,,,,159,3020,19.0,19,3,40,13.3,0,162,3060,18.9,19
7250,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7251,1,1997,Miami (FL),Big East,,TE,11,19,294,15.5,4,,,,,19,294,15.5,4
7252,2,1998,Miami (FL),Big East,,TE,11,13,179,13.8,3,,,,,13,179,13.8,3
7253,3,1999,Miami (FL),Big East,,TE,12,45,565,12.6,5,,,,,45,565,12.6,5
7254,4,Career,Miami (FL),,,,,77,1038,13.5,12,,,,,77,1038,13.5,12
7255,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7256,1,*1996,Miami (FL),Big East,,TE,12,12,149,12.4,2,,,,,12,149,12.4,2
7257,2,1997,Miami (FL),Big East,,TE,9,5,87,17.4,0,,,,,5,87,17.4,0
7258,3,1998,Miami (FL),Big East,,TE,11,17,289,17.0,1,1,0,0.0,0,18,289,16.1,1
7259,4,1999,Miami (FL),Big East,,RB,12,13,131,10.1,1,3,10,3.3,0,16,141,8.8,1
7260,5,Career,Miami (FL),,,,,47,656,14.0,4,4,10,2.5,0,51,666,13.1,4
7261,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7262,1,1996,Miami (OH),MAC,,WR,5,8,75,9.4,0,,,,,8,75,9.4,0
7263,2,1997,Miami (OH),MAC,,WR,11,29,375,12.9,4,,,,,29,375,12.9,4
7264,3,1998,Miami (OH),MAC,,WR,11,38,653,17.2,5,5,40,8.0,1,43,693,16.1,6
7265,4,1999,Miami (OH),MAC,,WR,11,53,1028,19.4,11,2,7,3.5,0,55,1035,18.8,11
7266,5,Career,Miami (OH),,,,,128,2131,16.6,20,7,47,6.7,1,135,2178,16.1,21
7267,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7268,1,1998,Houston,CUSA,,RB,11,3,68,22.7,0,101,435,4.3,3,104,503,4.8,3
7269,2,1999,Houston,CUSA,,RB,10,6,46,7.7,0,142,838,5.9,8,148,884,6.0,8
7270,3,Career,Houston,,,,,9,114,12.7,0,243,1273,5.2,11,252,1387,5.5,11
7271,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7272,1,1996,Georgia Tech,ACC,,QB,10,,,,,95,248,2.6,3,95,248,2.6,3
7273,2,1997,Georgia Tech,ACC,,QB,11,,,,,140,478,3.4,5,140,478,3.4,5
7274,3,1998,Georgia Tech,ACC,,QB,11,,,,,112,298,2.7,4,112,298,2.7,4
7275,4,1999,Georgia Tech,ACC,,QB,11,,,,,154,734,4.8,6,154,734,4.8,6
7276,5,Career,Georgia Tech,,,,,,,,,501,1758,3.5,18,501,1758,3.5,18
7277,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7278,1,1995,San Jose State,Big West,,WR,11,39,535,13.7,5,4,38,9.5,0,43,573,13.3,5
7279,2,1996,San Jose State,WAC,,WR,12,58,848,14.6,4,2,-15,-7.5,0,60,833,13.9,4
7280,3,*1998,USC,Pac-10,,WR,12,24,340,14.2,2,,,,,24,340,14.2,2
7281,4,1999,USC,Pac-10,,WR,10,55,720,13.1,4,,,,,55,720,13.1,4
7282,5,Career,Overall,,,,,176,2443,13.9,15,6,23,3.8,0,182,2466,13.5,15
7283,6,,San Jose State,,,,,97,1383,14.3,9,6,23,3.8,0,103,1406,13.7,9
7284,7,,USC,,,,,79,1060,13.4,6,,,,,79,1060,13.4,6
7285,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7286,1,1996,Stanford,Pac-10,,QB,4,,,,,9,-43,-4.8,0,9,-43,-4.8,0
7287,2,1997,Stanford,Pac-10,,QB,11,,,,,12,-30,-2.5,0,12,-30,-2.5,0
7288,3,1998,Stanford,Pac-10,,QB,11,,,,,48,-66,-1.4,0,48,-66,-1.4,0
7289,4,1999,Stanford,Pac-10,,QB,10,,,,,30,3,0.1,3,30,3,0.1,3
7290,5,Career,Stanford,,,,,,,,,99,-136,-1.4,3,99,-136,-1.4,3
7291,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7292,1,1996,Notre Dame,Ind,,QB,6,,,,,11,16,1.5,0,11,16,1.5,0
7293,2,1997,Notre Dame,Ind,,QB,7,,,,,8,36,4.5,3,8,36,4.5,3
7294,3,*1998,Notre Dame,Ind,,QB,11,,,,,113,441,3.9,3,113,441,3.9,3
7295,4,1999,Notre Dame,Ind,,QB,12,,,,,140,464,3.3,7,140,464,3.3,7
7296,5,Career,Notre Dame,,,,,,,,,272,957,3.5,13,272,957,3.5,13
7297,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7298,1,1996,Virginia,ACC,,RB,11,4,26,6.5,0,36,205,5.7,4,40,231,5.8,4
7299,2,1997,Virginia,ACC,,RB,11,17,127,7.5,1,201,692,3.4,4,218,819,3.8,5
7300,3,1998,Virginia,ACC,,RB,11,28,179,6.4,2,238,1303,5.5,13,266,1482,5.6,15
7301,4,1999,Virginia,ACC,,RB,11,22,239,10.9,1,334,1798,5.4,16,356,2037,5.7,17
7302,5,Career,Virginia,,,,,71,571,8.0,4,809,3998,4.9,37,880,4569,5.2,41
7303,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7304,1,1995,West Virginia,Big East,,RB,7,,,,,28,136,4.9,0,28,136,4.9,0
7305,2,*1997,West Virginia,Big East,,RB,11,,,,,60,268,4.5,3,60,268,4.5,3
7306,3,Career,West Virginia,,,,,,,,,88,404,4.6,3,88,404,4.6,3
7307,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7308,1,1996,Florida,SEC,,TE,11,3,40,13.3,0,,,,,3,40,13.3,0
7309,2,1997,Florida,SEC,,TE,11,12,162,13.5,1,,,,,12,162,13.5,1
7310,3,1998,Florida,SEC,,TE,11,8,79,9.9,3,,,,,8,79,9.9,3
7311,4,1999,Florida,SEC,,TE,11,16,226,14.1,1,,,,,16,226,14.1,1
7312,5,Career,Florida,,,,,39,507,13.0,5,,,,,39,507,13.0,5
7313,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7314,1,1997,UCF,Ind,,WR,11,29,460,15.9,6,,,,,29,460,15.9,6
7315,2,1998,UCF,Ind,,WR,11,46,656,14.3,3,,,,,46,656,14.3,3
7316,3,1999,UCF,Ind,,WR,11,87,1133,13.0,5,1,2,2.0,0,88,1135,12.9,5
7317,4,Career,UCF,,,,,162,2249,13.9,14,1,2,2.0,0,163,2251,13.8,14
7318,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7319,1,1997,Tennessee,SEC,,RB,12,23,266,11.6,2,232,1364,5.9,7,255,1630,6.4,9
7320,2,1998,Tennessee,SEC,,RB,5,1,16,16.0,1,73,497,6.8,3,74,513,6.9,4
7321,3,1999,Tennessee,SEC,,RB,10,15,193,12.9,1,182,816,4.5,7,197,1009,5.1,8
7322,4,Career,Tennessee,,,,,39,475,12.2,4,487,2677,5.5,17,526,3152,6.0,21
7323,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7324,1,1996,Tennessee,SEC,,QB,11,,,,,12,14,1.2,0,12,14,1.2,0
7325,2,1997,Tennessee,SEC,,QB,4,,,,,8,-4,-0.5,0,8,-4,-0.5,0
7326,3,1998,Tennessee,SEC,,QB,12,,,,,103,287,2.8,7,103,287,2.8,7
7327,4,1999,Tennessee,SEC,,QB,11,,,,,81,317,3.9,9,81,317,3.9,9
7328,5,Career,Tennessee,,,,,,,,,204,614,3.0,16,204,614,3.0,16
7329,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
7330,1,1996,LSU,SEC,,RB,11,8,86,10.8,1,103,603,5.9,10,111,689,6.2,11
7331,2,1997,LSU,SEC,,RB,11,7,60,8.6,0,112,664,5.9,7,119,724,6.1,7
